order_id,aisle_id
49188,91;24;52;31;83;69;81;104;84;123;16;122;61;131;92;99
49189,108;31;38;37;41;77
49190,107;45
49191,37;107;112;94
49192,53;120;117;16;83;19
49193,69;24;83;123;72
49194,72;96;69;131
49195,24;84;123;120;98;51;128;85;83;18
49196,84;24;96;21
49197,1;115;84;83;5;69;116
49198,121;123;83;72;24;84
49199,24;123;16;77;83;122
49200,84;86;31;98;106;123
49201,108;116;53
49202,86;83;123;19;21;42
49203,96;77;67;120
49204,91;66;23;76;63;31;78;96;133;106;115;21
49205,115;91;72;86;112;24;108;130;107;81;37
49206,31;115;84;116;36;121;123;92;24;120;83;9;81
49207,86;116;16;83;106
49208,77;24;105;59;83;81;123;16;120;15
49210,91;24;53;21;67;83;45;123;107
49211,117;98;123;24;36;109;69;23;83
49212,69;81;83;24;21;42;120;123;91
49213,7;36;72;67;21;83;78;84;120;96;112;24
49214,108;86;53;24;32;107
49215,106;123
49216,115;79;38;83;123;67;21;84;81;24;59;116;37;105;9;4
49217,92;24;84;83;123;120;35
49218,128;36;24;16;19;108;83
49219,120;123;3
49220,9;83;123;127;54;74
49221,108;120;24;17;9;83;16;123;115;74;23;2;15
49222,123;121;3;48
49223,112;24;36
49224,120;25;77;83;24;37;112;21;38;9;108;88
49226,83;52;123;24;96;122;106
49227,42;98;115;129;123;79;89;121;21;91;45;120;51;107
49228,91;122;115;123;37;83;24;86;30
49229,14;120;92;126;61;2
49230,38;21;108;5;116;74;75;106
49231,65;37
49232,91;39;24;26;120;106;98;67
49233,83;77;115;37;4;94;86;110;107;24;35;38;13
49234,107;78;83;3;45
49235,93;31;24;91
49236,24;43;93;96;26;84
49237,120;49;83;69;84;50;129
49238,24;83;86
49239,24
49240,115;32;84;24;123;116;120
49241,77;96;117;24;101
49242,2;78;37;63;123;83;130;88;86;121;36
49243,32;24
49244,83;59;69;3;35;24;21
49245,83;107;120;24;78;16;88;21
49246,78;4;108
49247,84;120;58;24;21;19;116;32
49248,83;123;115;24;69;91
49249,24;106;88;98;57
49250,128;21;120;45;38;83;37;71;112;8;78;53;123
49251,75;123;26;84
49252,115
49253,115;83;123;67;21;52;16;9;88;131;86;24;69;116;106;107
49254,84;31;35;121;83;131;24;123;21;5;43;120;107;16;69;9
49255,24;23;3;77;129;38
49256,120;115
49257,19;114;17
49258,84;24;83;112;67;123;21;35;31;108;128;121;36
49259,31;6;24;26;37;83
49260,24;123;91;83;35
49261,26;123;67
49262,24;91;108;122;37;31;26;9;49;83;53;105;112;74;21;36
49263,24;83;16;123;131;128;30;66
49264,67;24;54;115;83;126
49265,67;120;123;83;91;24;21
49266,16;79;29;53;24;130;98;120;84;21;37;83;66;36;63;128;107;14;99;131
49267,66;83;49;14;69;91;115
49268,24
49269,32
49270,83;115
49272,35;83;16;104;19;119;108;81;59;69;110;5
49273,24;120;67;112;31;96;83;59;123;21
49275,31;96;112;69;21;128;115;77;13
49276,3;131;24;53
49277,26;84;91;24;52;83;15;108;32;106
49278,115;83;24;31;2;112;57;38
49279,17;81;9;104;83;66;16;108;117
49280,24;107;35;122;129;116;23;83;96;50;37;105;36;18
49281,24;83;38;42;23;84
49283,129;76;21;77;64;37;69;74;119;8;61;38;54;107;72;4;59;5
49284,115;37;24;84
49285,24;54;21;107;83;129;123;91;9;74;114
49286,24;19;96
49287,107;37;98
49288,123;96;37
49289,123;21;16;131;83;19;36
49290,17;72;84
49292,83
49293,24;84;107;115;123;120;83;21;81
49294,123;83;66
49295,56
49296,24;84;86;77;120;17;106;105;88;112
49297,24;23
49298,24;2;120;116
49299,31;24;91;84;83;21;120;63;112;39;51;16;3;107
49300,131;9;121;129;91;24;83;112;42;107
49301,96;24;21;128;84;31;98;99;80;123
49302,60
49303,23;45;37;77;61
49304,83;16;54;23;110;123
49305,84;115;24;13;83;112;106;49;1
49306,120;57;31;98;24
49307,115;112;53;123;21;74;92;120;24;106;81;52;83
49308,31;56;54;98
49309,127;31;98;67;83;93;81;42;32;77;52;61;89;110;128;106;75;131;9
49310,16;83
49311,49;59;81;51;108;104;121;91;120;64;77;98;115;31;86;21;71;53;69;23;78;117;54;116
49313,123;112;86;35;83
49314,77;38;120;37;123;89
49315,123;37;3;91;83;77;65;9;31;24;38;120;99;107;115;106;117;36;98;23;21;6;34;52
49316,58;123;96;17;24;54;108
49317,84;120
49318,83;116;112;45;24;68;131;88;104
49319,31;83;108;30;66;5;107;104;69
49321,42;116;123;24;83;14;131;121;117
49322,78;84;21;2;108;52;86;36;112;93;90;77;19;120;116;123;24;20;88;63;38;61;9
49323,83;53;84;81;86;108
49324,36;9;79;86;83;67;26
49325,96;54;83;24;21;112;91;37;123
49326,59;81;24;21;115;96;123;120;83
49327,59;106;91;29;104;72
49328,86;24;84;54;20;22;19;88;117;94
49329,88;123;54;83;117;120;115;35;19
49330,24;86;115;21;36;77;106;93;84;83;9
49331,114;24
49332,110;120;123
49333,131;9;83;51;84;121;2;29
49335,41;37;52;77;17
49336,91;83;123;63;120;88
49337,83;24;31;116;123;81
49338,91;93;24;45;83;106;43;84;94;123;107;65;59;9;112
49339,24;21;83
49340,24;21;78;99;4;59;106;83;84;112;116;117;120;108;96;131;3;128;37;30;89;121;130;49
49341,115;75
49342,91;17;39;26;31;121;3;122;74;24;123;37
49343,51;120;131;21;105;38;102;121;111;117;31;107;77;112;78;79
49344,9
49345,83;53;123;92;99;24
49347,104;120
49348,115;123;120;24
49349,98;41;58;112;123;4;21;84;100;74;49;116;81;5;43;83;128;59;30;24;66
49350,86;92;4;75;31;79;24
49352,24;115;98;83
49353,24;117
49354,94
49355,84;32;99;75;24
49356,86;120;24;104;83;19
49357,91;31
49358,32;50
49359,67;115;94;78;120;107;21
49361,115;93;26;127
49362,31;47;4;64;69;105
49363,84;3;120;24;123;106;83;96;107;98
49364,24;83;115;32;35;91;59
49366,45;98;112;24;83;120;123;52
49367,91;24;83;86;123;107;16;67;117;120;45;58;42;52;57;37
49368,24;121;27;115;86;77;83;54
49369,72;83;130;88;84;96;51;17;123
49370,65;123;3;57;99;37
49372,83;24;116;123;120;96
49373,24;91;123;83;128;78;117;61;22;108;86;67;54;94;73;120;52
49374,120;26;31;112;52;21;36;45;96;38
49375,77
49376,131;116;37;115
49377,31;24;83;91;3;123;13;23;110;120;89;78;42;84;107;37
49378,29;83;24;120;98;3;121;21;130;81;91;59;117
49379,117;24;123;79;116;110
49380,21;115;9;96;83;105;77
49381,84;116;131;24;58;92
49382,64;120;54
49383,24;123;52;116;43
49384,21;86;31;124;37;123;23;112;9;131;52;4;67;105;97;116
49385,112;84;123;24;75;49;83;85;131;20;88;61
49386,84;24;112;21
49387,105;77;41;4;120;20;54;9;83;6;131;75;17;21;106;123;107;23;98
49389,96;115;79
49390,24;83;115;110;49
49391,122;35;120;99;24;123;91;100;96;83;67
49392,104;59;24;93;18;112;8;50;61;78;86;116;45;83;49;131;56;75;88;106;51;84;96;16
49393,24;91;120
49394,16;65;84;96;83;3;38
49395,24;53;75;86;78
49396,83;24;34;61;129
49397,84;21;120;91;115;117;17
49398,24;123;116;88;65;86;32;38;106
49399,26;61;12;9;123;84;17;116;115
49400,120;123;17;106
49401,32;24;123
49402,16;95;5;83;19;24;35;81;115;1;112;86;93;107;72;37;51;123;125;67
49403,59;24;83;16;122;96;66;63
49404,47;63;83
49405,120;86;123;3;37;96;24;83;115;21;61;107;122;91
49406,112;123;84
49407,91;63;123;21;116;14;42;24;81;83
49408,115;16;112;24;120;83;59;130
49409,24;84;120;93
49410,91;83;52;45
49411,17;36;24;83
49412,16;51;67;107;84
49413,123;120;69;24;53;84;21;81;59;105;83;112
49414,54;115
49415,123;24;52;67;91;83;131;42;116;88;117;84;120;128;45
49417,123;32;24;26;53;108;21;83;34;69
49418,24;81;21;121;112;49;31
49419,16;123
49420,115;114;77;41;3;26;48;61;105;75;55;24
49421,84;24;123;63;93;21;88
49422,4;5;84;81;89;83;108
49423,19;114;117;44
49424,98;83;107;24;106
49425,120;86;24;131
49428,1;24;53;84;123;107;91;31;42;78;77;25
49429,53;107;23;123;32
49430,128;123;24;84;129;37;6;3;52
49431,84;81;30;83;69;116;59;63;20;22;108;21;72
49432,61;78;121
49433,16;59;107;72
49434,31;24;39;37
49435,24;123;115
49436,123;24;115;133
49438,86;24;84;92;19;9;21;115
49439,83;88;112
49440,35;53;42;104;59;98
49441,63;130;24;91;84;123;88;83;116;38;21;94;31;98
49442,77;78
49443,67;78;123;83;115
49444,24;77;117
49445,24;3;91;58;89;93;57;86;36;83;123
49446,61;120;31;84;123;83;24
49447,88;34
49448,112;122;35;96;24;78;123
49449,42;30;21;83;131;120;123
49450,123;31;24;32;67;91;54;25;121
49451,24;83;74;38;67;31;117;93;123;32;108;54;3;116;57;126
49452,112;84;123;86;21;122
49453,77;4;50;86;78;84;31;98;129;38;9;74;19;72;67;107;93;123
49454,121;91;128;24;51;83;81;59;123
49455,123;16;83;21;91;104;116;24
49456,16;112;57;106;123;50;21;108;83;15;29;24
49457,72;42;129;106;24;115;45;130;14;123
49458,98;123;37;32;83;84;77
49459,31;104;17;24;91;69;115;42;21;89;81;83;5;59;19
49460,84;31;123;117;98;83;24;66;107;16;112;64;115;96;54;103;93;108;21;17;37
49461,75;114;85;60
49462,83;42;133;37;117;114;127
49463,3;111;98
49464,41;115;31;112;107;43;79;108;24;128;78;104;4;116;121;3;12;48;130;96;51;123;84;120;9;21;80
49465,123;96
49466,24;106;45;130;107;3
49467,93;120;83
49468,120;98;78;117;23;50;13;21;48;3;123
49469,114;117;24;69;54;96
49470,79;84;121;120;61;115;129;45
49471,121;93;98;57;120;77;19
49472,31;116;123;54;21;91;70
49473,108;93;84;112;24;75;107;61
49474,107;24;131;120;6;84
49475,16;24;83
49476,53
49477,24;130;120;69;84;49;123;83;117;21
49478,53;31;112;24;91;93;61
49479,69;83;4;86;26;24;120;49;37;78;33;107;31;53;131;30;77
49480,24;123;83;106;100;50
49481,120;19;54;84;83;119;93;37;130;81;24;66;116
49482,24;123;83;35
49483,91;130;54;117;36;86;24;83;123
49484,57;38;107;84;24;120;128;83;64;9;13;21;67;45;63;123;96;52;35;78;76;37;131;116
49485,120;83;106;26;107;123;24;86
49486,57;4
49487,84;91;83;123
49488,83;116;91;81;24;67;120;1;69
49489,84;24;21;52;78;3;50;83;128;34;112;98;86;107
49490,27;110;72;67;107
49492,26;83;40;93;96;122;100;21;108;123
49493,77;24;123;21;38;99;83
49494,112
49495,24;129;120;13;116;86;105;50;4;21;78;61;123;107;23;37
49496,24;120;91;84;123;83;116;67;89;86;88;9
49497,130;108;45;107;24
49498,24;3;42
49499,38;106;98;83;67;24;121
49501,45;20;67;51;107;48;120;116;108
49502,115;64;76;24;83
49503,83;123;129;4;106;3;107;24;86;57;99;21;96
49504,31;83;81;36;24;123;112;38;67;106;94;86;96;120
49505,115;77
49507,47;86;52;120
49508,54;4;45;21;72;84;61;38
49509,9;121;53;77;123
49510,83;63;92;112;86;120;93;84;43;24;107;61;131
49511,120;9;122;35;96;106;107;24
49512,120;21;5;67;83
49515,24;83;110
49516,50
49517,112;24;98;16;67;37;123;52;4;47
49518,24;57;91;115;53;93;3;123;86;67;107;31;21;83;120;19;7;16;59;54
49519,86;24;123;38;72;59;65;78
49521,123;107;83;31;121;72;112;61;9
49522,72;114;24;81
49523,24;86;91;83;130;45;78;123;63;120;75;61;48;117
49524,24
49525,41;31;21;96;112;59;110
49526,123;112;24;122;69;120;83;21;117;81;130;77;63;116;59;3;16;129;84;91
49527,84;24;4;86;112;106;98;34;110;78;123;83;38;9;93;89;130;96;120
49528,114;96;24;123;83;42;86
49529,24;21;83;38;112;123;92
49530,115;21;53;78;96;106;93;116;19;31
49531,83;21;78
49532,58;3;107;98;91
49533,83;24;16
49534,31;117;24;112;123;81;96;38;107;106;83;37
49535,52;21;24;14;110;116;123;23;32;96;83
49536,125;24
49537,107;24;96;117
49538,107;45;24;31;4;123;3;129;91;67;83;59;96;89;66;69;21;72;81;40
49539,104;24;51;83;122;16
49540,123;115;128
49541,117
49542,83;69;5;97;17
49543,43;24;86;13;37;115
49545,91;84;21;112;95;81;83;59;16;24;123
49546,121;57;54;24;120;123;83;98;91;128;60
49547,63;24;86;67;115;96;123;120;83;31;78
49548,130;37;112;24;128;78
49549,65;31;64;49;115;117;54
49551,106;123;24;117;21;83;77;120;37;67
49552,83;17
49553,78
49554,29;63;81;108;45;115;77;105;83;24
49555,23;48;24;120;77;3;83;123;112;91;21;96;115;78;107;38;29;17;130;106;86;89
49556,84;83;54;106;130
49557,83;123;5;16
49558,83;123;24;116;59;96;17;21;63
49559,24;86;84;17;123;31;21;108;81;99;49;106;43;121;42;128;117;107;67
49560,14;83;69
49561,112
49562,123;3
49563,94;126;72;84;115;91;123;107;3;31;45;67;24;111;57;100;50;130
49564,24;120;84;35;83;123;106;112;121;3;21;128;93;63;66;67
49565,83;24;107;17;36;66;84
49566,106;32
49567,115;83
49568,79;38;116;4;131;9;63;91;24;50;3;105;21;66;37
49569,67;38;84;120;45;98;50;107;71;24;123;37;128
49570,128;62;28;16;24;83;78
49571,31;29;24;123;94
49572,107;117;45;24;78;88
49573,120;24;81
49574,92;82;107;37;24;120
49575,54;115;112
49576,84;53;4;78;43;21;106;123;24;20;105;83;35;69;82;37;116;23;95;86;79;31;98
49577,32;75
49578,112;52;24;78;86;93;123;31;26;36;21;43;108;61;106;120;17;98
49579,45;61;108;4;84;107
49580,83;66;16;35;84;99;24;21
49581,24;81
49582,91
49583,24;32;88
49584,112;24
49585,24;83;16;123
49586,128;3;120;30;24;123;84;96;21;34;42;112
49587,115;19
49589,123;24;32
49590,24;117;94;35;104;60
49591,86;123;24;91;95;3;120;83;131;9
49593,108;86;121;21;117;83;50;16
49594,84;91;50;112;24;94;107;67
49595,32;106;21;95;34
49596,17;24;21;123;31;16;83;120;116;45;37
49597,128;86;123;83;24;116;61;31
49598,128;104;17;120;131
49599,115;21;37;24
49600,78;84;21;115;61;45;17;37;118;133;114;88;13
49601,57;91;107;96;99;65;79;21;130;24;106
49602,86;121;83;123;116;24
49603,120;71;91;37;53;21;107
49604,24;112;83
49605,24;91;83;21;67;108;38;59;82;45;112;72;79;123
49606,112;3;96;120;106
49607,106;79;78;107;41;61;74;120;83;48;52;105;21;77;99;98;88;45;9;108;4;43;6;38
49608,84;31;98;14;83
49609,117;92;88;84;24
49610,86;83;84;112;96;21;31;131;24;26;104;36;81;106
49611,123;31;24;125;106;104
49612,83;121;32;97
49613,89;16;83;4;81
49614,24;31;3;86;69;52;17
49615,83;35;52;93;37;36;24
49616,19;120;24;81;16
49618,115;36;86;91;19;123;83;24;131;21;94
49619,24;83;123;88;21;53;122
49620,123;32;24;107;83;45
49621,115;24;10;114;9
49622,114;54;75;20;127
49623,24;98;26;65;21;83;59
49624,115;24;37;120;21;112;128;83;39
49625,99;112;4;120;24;84;106
49627,94;83;123;105
49628,36
49629,61;45;32;31;128;118
49630,37;107;91;58;112;38;69;79;98
49631,31;98;84
49632,84;112;91;107;3;123
49633,115;24;123;54;88;107;67;83;50;51
49634,108;91;125;14;9;92;98;107;24
49635,86;120;24;115;38;123;83;21;116;84;53;42;69
49636,24;83
49637,63;131;16;81;21;83;17;91;24;112;72;89;23
49638,37;96;107;17;48;40;24
49639,24;83;67
49640,84;108;91;72;123;31;131;12
49641,115;27;37;107;23;101
49642,24;83;123;130;43;84;1
49643,30;108;35;83;72;128;24;104
49644,64
49645,106;21;34
49646,61;78;50;88;116;83;7;16;123
49647,110;107;96;67;98;32
49648,123;107;24;83;32;21;120;89;9;110;59;42;51;38;37;23
49649,123;120;60;85
49650,91;24;116;130;120;123;35;83;39
49651,37;53;24;78;107;3;48;84
49652,112;120;115;88;21
49653,86;106;63;16;83;24;131;35;9;123;69;108;13;120
49654,112
49655,120;112;84;24;123
49658,24;123;69;93;4;120;121;83;9;107;110;72;131;76;12
49659,24;16;110;19;83;123;115;2;84
49660,98;115;23;24
49661,83;84;53;123;67
49662,123;24;93;84;91;3;83;86;115;96;21;23
49663,123;84;24;67;120;41;89;101
49664,24
49665,34;32;91;24
49666,11;115;24;120
49667,23;37;128;21;59;123;53;94;77;61
49668,3;24;83;95;117;81
49670,57;91;107;108;77;51;14;42;21;78;45
49671,13;84;52;50;112;120;59;41;24;98;31;121;77;108;123;128;21;117;129;4;48;105;38;1;9;3;17;29;51;40
49672,92;98;77;52;91;112;83;61;24;16;60;117;53;59;107;71;21;120
49673,83;67;84;86;107;31;45;106;77;21
49675,96;86;100;84;21;36;120;67
49676,24;31;3
49677,126;24;83;19;84;96;123;16;108;21
49679,51;24;91;116;20;121;26;83;31;78;115;123;79
49680,84;93;108;106;131;86;121;120;21;83;24
49681,96;2;83;3;24
49683,123;24;69;78;83;30;81;37;21
49684,83;98;116;45;123;24;3;86;67
49685,120;41;24;83;93;108;104;6;16;31
49686,91;53;84;115
49687,107;3;117;94;105;24
49688,92;107;120;24
49689,24;21;83;84;120;57;45;36;16;59;15
49690,123;83;77;111;45;21;89;121;117;24;120
49691,19
49692,54;87;107;23
49693,24;115;13;21;84;91;25;12;108;83;74
49694,37;24;115;83;116;108;35
49695,32;43;71
49696,21;81
49697,120;91
49698,24;116
49699,37;98;24;123;106;96;86;53;110
49700,41;124;108;77;98;134;120;107;114;74;85;28;55;9
49701,24;32
49702,24;123
49703,112;83;94;96;17
49704,120;88;24;63;83;123;16;78;81;36;91;75
49705,91;115;24;123;83;16;53;96;49;120;108;72
49706,61;23;117;66;67;46
49707,19;24;32
49708,134;108;120
49709,53;52;84;115;24;120;131;112
49710,24;123;67;91;116;6;83;98;45;78;117;107;94;21;96
49711,24;86;78;123;91;83
49712,115
49713,83;24
49714,24;123;32;116;83
49715,21;134;115;107;67
49716,45;117;24;107;84;38;30;123;21;23;19;83;16;59;81;112;69
49717,24;66;42;31;86;106;21;93
49718,83;29;81;86;42
49719,83;24;123;67;52
49720,123;24;17;85;103;36;26;115;77;53;83;98;120;89;21;13
49721,83
49722,120;31;4;24;53;21;9;116;91;117;83;79;108;63;30;131;37;86
49723,24
49724,77
49725,112;84;24;67;96;83;86;123;117;39;52
49726,107;66;86;115;24;21;84;117;121;112;26
49727,24;123;116;31;17;120;98;91;78;23;107;16;129;104;72;83;106;43;84
49728,75;29;119;54;94;24;23;114;90
49729,91;115;131;81
49730,37
49731,115;66
49732,63;24;17;116;81;51
49733,24;120;3
49736,24;123;38;107
49737,24;16;54;14;53;84;2;69;115;128;83;96;35
49738,3;106;116;74;78;107;115;121
49739,97;17;104;105;112;85;117
49740,21;25;50;120;78;38;37;45;31;3;13
49741,84;3;123;57;120;94;31;92;115;116;81;24;19
49742,43;106;120;84
49743,50;83;31;26;115;45;54;69;129
49744,24;123;91;98;96;83;50;79;19;117;52;114;112;69
49745,123;91;21;31
49746,120;91;36;84;98;107;121;24;83;35;16;88;17;7
49747,72;88;84;21;49;38;24;120;123;83;9;92;35;2;116
49748,84;115;36
49749,91;79;123;24
49750,86;84;83;24
49751,37;26
49752,121;120;107;93;108;78;24
49753,123;84;16;24;83;112;114;122;91
49754,77;84;83;17
49755,116;123;24;84;37;107;52;112
49756,30;108;63;24
49757,27;16;64;32;61;36;24;41;83
49758,86;24;91;117;107;83;123;84;57;61;112;49;129;120;71;42;31;20;66
49759,16;68;91;123;83;24
49760,26
49761,38;9;21;121;79;96;112
49762,91;129
49763,41;4;59;64;28;62;5;21;107;128;120;89;81;54
49764,115;13;21;107;38;31;52;72
49765,91;24;83;123;112;131;121;120;3;81;21;59;116
49766,98;78;117
49767,83;30;26;21;24;76;91;3
49768,84;37;123;24;128;4;52;112;86;120;16;96;91;107;83;98
49769,117;61;128;120;21;78;3;107;88
49770,115
49771,24;98;94
49772,83;112;128;70
49773,37;24;120;84;19
49774,123;120;38;39;24;83;84
49775,24;84;83;36;21;123;31;4;86;96;53;77;48;106;107;93;131;105;50;52;98;63;8;61
49776,83;123;24;106;12;58;16
49777,112;24;43;58;128
49778,108;107;91;50
49779,123;86;98;24;21;120;116
49780,2;83;49;16;123;84;24;67;51
49781,31;120;69;17;37;108
49782,83;72;21;108;105;17;31;131;116
49783,121;92;130;38;21;116;24;123;79;57
49784,94;84;83;37;53;24;121;115;120;111
49785,120;123;67;4;94;24;84;35;21
49786,26;31;37
49787,1;112;24;69;123;21
49788,115;83;116;16;24;85
49789,112;83
49790,94;37;98;25
49791,96;24;112;120;108;35;83;9;110;106;131;77;37;107
49792,21;83;24;129;31;123;69;16;116
49793,24;75
49794,17;85;83;103
49796,112;83;42;78;59;69;24;128;21;67;123
49797,83;78
49798,29;13;24;83;16;53;36;72
49799,72;77;115
49800,24;53;21;92;84;99;79;3;52;43;105;78;83;110;86;108
49801,54;88;31;13;84;24
49802,77;3;72;84;120;31
49803,24;75;36;115;3;52
49804,57;48;121;130;98
49805,84;96;112;121;48;31;120;83;24
49806,24;83;84;110;128;72;123;16;5;112;21
49808,83;120;16;50;25;93;115;75;74
49809,67;24;123;43;120;34;96;32
49810,64;24;110;83;67;123;78
49811,77;93;79;131;57;21
49812,24;91;35
49813,91;107;51;120;36;38;83;63;67;30;21;116;86;72
49814,37;116;99;71;91;95;24;121;83;4;72
49815,115
49816,32
49817,17;88
49818,48;91;86;36;31;26;107;123;24;112;96;35;83;115;67
49819,24;86
49820,13
49821,24;114;54;77;91;37;112;83;36
49822,24;86;83;123;116;84;32;120;65;9
49823,94;115;108;123;26;37;24;91
49824,59;26;63;17;86;91
49825,38;21;24;39;35;2;112;50;52;107;96;78;83
49827,120;24;59;67;37
49828,117;78;107;21;66;46;45
49829,112;24;36;17;19
49830,98;24;84;120;112
49831,112;24;84;67;83;123
49832,123;67
49833,24;84;83;38;120;49;123
49834,43;106;77;107;49;31;120;115;123;104;52
49835,24;115;77;112;120;57;121;107;64;106;3;56;78;69;51;117;13;30;21;91
49836,24;115;83;98
49837,24;26;83;21;120;84;45;115;94
49838,24;128;21;67;31;86;107;83;112;79;116
49839,92;52;130;13;112;84;88;54;93;120;38;78;117;99;123;49;74;114
49840,115;83;78;50;3;77;120;48;114;25;74;36;106;24;84;23;129;21;93;19;123
49842,37;83;67;107;78;112;4;45;52;24;110;53;66;36
49843,75;77;96;61;85;129;131;19;50;23;79;4;111;38
49845,83;24;123
49846,112;84;21;83
49847,38;84;112;67
49848,91;66;123;6;83;30;89;107;69
49849,121;86;21;11;84
49850,93;84;94;131
49851,99;43;83;5;95;85;4;94;108;111;24;21
49852,23;71;69;37;99;78;14;4;107;61;17;84;121
49853,84;83;16;120;24;19;26;123;89;53
49854,93;83;123;63
49855,116;120;21;91;83;24
49856,115
49857,31;96;107;67;2;108;98;120;112;78
49858,86;123;37;54;120;23;129;31;84;112;27;24;19;83;105;62;88
49859,91;24;67;123;83;38;78;3;89;117;94;72;17;116;31;9;16;120;37
49860,123;3;21;68
49861,98
49862,41;91;19;115;83;30;120;59;37;81;40;123
49863,120;46;91;108
49864,84;37;21;32
49865,81;66;115;63;4;120;24;59;42;17;31;116;83;14;129;108;76;38
49866,24;84;21;53;123;92;120;86;96;59;83;35;14;81
49867,83;69;36;120;116
49868,24;31;83
49870,123;88;131;83
49873,28;62
49874,53;83;24;93;37
49875,123;91;83;34;120;52;32;129;37;94;31;112;58
49876,83;21;93;111;37
49877,94;60;104
49878,19;81;116
49879,84;24;123;120;83;86;16;104;112
49880,36;91;6;83;78;93;131
49881,24;53;84
49882,6;90;78
49883,24;16;123;32;42
49884,24;91;26;21;106
49885,127;121;54;86;98;38;26;53;24;91;52;120;69
49886,93;24;117;59;69;91;53;115;121;107;51;128;96;81;83;123;16;21;42;106
49887,24;36;21;108;106;43;105;72;115;83;107;120
49888,86;83;112;91;24;93;115;116;4;128;21;123;81;69;16;131;108;14
49889,17;52;83;84;21
49890,49;5;83;89;16;24;107;26;36
49891,78;131;86;112;24;129;108;123;84;91;36;128;107;51;83;59;19;116;4;63;72;31;94
49894,69;4;83;36;17;108;105;24;84
49895,123;26
49896,120;21;86;129;123;4;92;24;51;36;107;99;84
49898,34;32;98;123;36
49899,98;130;93;86;24;112
49900,24;123;100;98;84;83;16;9;89;131;81
49901,115
49902,84
49903,115;120;13;24;112;131;81;77;61;37
49904,83;123;106
49905,54;53;86;83;126;123;63
49906,124
49907,53;24;27;66;124;89;98;72
49908,77;37;11
49909,21;122;98;84;59
49911,120;84;123;24
49912,24;16;69;91;72
49913,120
49914,83;19;123;24;93;59;119
49915,72;3;123;24;77;88;57;83
49916,84;38;112;21;98;107;51;129
49917,121;24;83;84;31;86;21;128;129;76;108;77;63;117;94;4;22;120;3;116;67;106;88;37
49918,108;24;117;128;61;120
49919,5;38;23;116;54;77;91;21;9
49920,31
49921,91;98
49922,84;115;107
49923,123;37;91;117;31;96;38;83;115;67;112;66;32;128
49924,107;110;21;24;67;112;120;131;91;123;17;32;35;81;83
49925,31;72;24;54;108
49928,67
49929,84;24;108;61
49930,24;63;120;83;59;92;34;84;21;108;96;67;106;4;32;130;69;81;31;123
49932,3;1;31;107;115;38;24;21;83;94;84
49933,32;86;83
49934,115;38;37;21
49935,88;107;129;3;117;21;120;24;123;112;84;91;83
49936,49;108;106;21
49937,61;84;24;58;120;3;123;129;91;107
49938,123;24;115;85;91
49939,91;17;24;83;115;16
49940,24;52;115
49941,32;123;117
49942,37;84
49943,123;120
49944,14;115;72;66
49945,77;32;125;121
49946,26;53;96;112;21;107;78;83;16;123;120;24
49947,96;24;120
49948,116;120;24;84;83
49949,96;94;26;3;21
49950,24;112;123;106;83;86;21;84;100;115;72;29
49951,115
49952,84;24;121;36;72;69;117;115
49953,84;117;77;32;45
49954,53;120;36;86;24;117;17;83;19;107;51
49955,32;24
49956,9;83;81;24;120;21
49957,120;24;84;83;92;98;112;63;69;49;116;95;123
49958,24;123;83;19;66;59;131
49960,58;86;91;24;31;36;131;50;83
49961,123;112;84;24
49962,24;123;61;78;37
49963,121;92;123;91;24;112;96;31
49964,120;107;96;83;9;21;131;105;100;17;86;7;123;11
49965,83;116;11;123;22
49967,26;128;83;31;120;112;24;91
49968,120;45;21;31;35;83;51;59;30;123
49969,83;24
49970,91;115;24;123;26;111;67
49971,84;105;96;9;53;107;121;90;83;123;59;4;24;98;21;72
49972,84;115;123;120;24;79;21
49973,24;120;121
49974,3;123;24
49975,26;24
49976,26;86;106;108;3;107;67;130;83;24
49977,91;45;84;31;52;24;83;92;99
49978,131;9;24;15;123;34;116;107
49979,104;50
49980,115
49981,49;9;77;51;123
49982,83;86;91;14;123;63;16;81;19;21
49983,91;96;24;105;130;121
49984,91;84
49985,91;24;78;31;35;95;123;75;83
49986,98;83;120;112;123;21;24
49987,11;104;24;83;107
49988,96;86;83;24;91;26;116;106;7;79;38;13;124
49989,83;24;23;21;117;123;84;120;86;107;38;131;57;50;92
49992,116;21;91
49993,83;96;24;112;54;104;67
49996,99;69;83;59;24;67
49997,64
49998,114;107;129;38;24;84
49999,91;24;123;83;112;88;100;3;53;36
50000,42;66;19;120
50001,32
50002,91;83;110;24;21;52
50003,115;120;123;98;24;116;96;4;99;26;84;107;78;35;30;67
50004,86;91
50005,83;120;91
50006,57;77
50007,36;24;92;120;59;86;31;51;71;115;121;61;35;78;129;130;21
50008,79;81;89;78;120
50010,117;3;123;83;120;84;96;24;21;64;31;57;38
50011,24;112;52;123;83;50;16;3;2;43;31
50012,21;83;43;36;64;24;2
50013,115;116;120;112;83;31
50015,26;115
50016,46;45;31
50017,120;64;107;115;78;29;72
50019,120;49;86;115;31;50;3;42;114;101
50020,31;26;9;4;63;81;83;17;131;53;21;24;3;57;59;120;16;14;61
50021,98;105;96;84;31;112;21;61;130;5;36
50022,24;3
50023,98;123;24;107;67;83;21;5;120;36;9;122;4;57;129;31;1
50024,115;24;112;69;85
